
2020-04-30 08:29:03,b'#Vistara has announced temporary changes in its in-flight products and services to minimise human contact on board\xe2\x80\xa6 https://t.co/iSVbxobUnx'
2020-04-30 07:20:15,b'RT @BhavyaSon1: Finally clicked this brand new bird. @vistara #B787 #DreamLiner flew in from #Bangalore this afternoon. Isn\xe2\x80\x99t she gorgeous?\xe2\x80\xa6'
2020-04-30 06:16:15,b'RT @BhavyaSon1: Finally clicked this brand new bird. @vistara #B787 #DreamLiner flew in from #Bangalore this afternoon. Isn\xe2\x80\x99t she gorgeous?\xe2\x80\xa6'
2020-04-30 05:57:35,b'RT @BhavyaSon1: Finally clicked this brand new bird. @vistara #B787 #DreamLiner flew in from #Bangalore this afternoon. Isn\xe2\x80\x99t she gorgeous?\xe2\x80\xa6'
2020-04-30 03:04:01,b'RT @BhavyaSon1: Finally clicked this brand new bird. @vistara #B787 #DreamLiner flew in from #Bangalore this afternoon. Isn\xe2\x80\x99t she gorgeous?\xe2\x80\xa6'
2020-04-30 01:59:23,"b'#Vistara parts way with OptionTown for selling upgrades, lounge access and other ancillaries :\xe2\x80\xa6 https://t.co/SnGNzJS80t'"
2020-04-29 17:38:28,"b'RT @travellingdev7: Dear @makemytrip team, I have been chasing you for a refund of my #flight which was #cancelled by @airvistara due to ex\xe2\x80\xa6'"
2020-04-29 17:25:34,"b'Dear @makemytrip team, I have been chasing you for a refund of my #flight which was #cancelled by @airvistara due t\xe2\x80\xa6 https://t.co/AbWZtBC6vS'"
2020-04-29 16:51:29,b'@airvistara hii my ticket is cancelled due to covid 19 and i dont want to visit same place as i was visiting for pa\xe2\x80\xa6 https://t.co/8H8e2Mu86v'
2020-04-29 14:46:38,b'RT @BhavyaSon1: Finally clicked this brand new bird. @vistara #B787 #DreamLiner flew in from #Bangalore this afternoon. Isn\xe2\x80\x99t she gorgeous?\xe2\x80\xa6'
2020-04-29 14:44:41,b'Finally clicked this brand new bird. @vistara #B787 #DreamLiner flew in from #Bangalore this afternoon. Isn\xe2\x80\x99t she g\xe2\x80\xa6 https://t.co/oDaloAgiwR'
2020-04-29 08:59:06,b'#Vistara Refund policy as per update on their website as on 27th April 2020.\nFor latest update visit their website.\xe2\x80\xa6 https://t.co/mJgxbGEXDz'
2020-04-29 05:57:16,"b'#Covid19India: Lifeline Udan #flights operation in full swing, #IAF the saviour, too. \n#coronavirus #COVID\xe3\x83\xbc19\xe2\x80\xa6 https://t.co/kku0VIRubL'"
2020-04-29 05:48:21,"b'RT @maaaviationpic1: \xe2\x80\x9cThe Day Dream\xe2\x80\x9d\n@airvistara - @boeing 787-9 Dream)liner (VT-TSD), on Finals To Active Runway 07 of @ChennaiAirport - O\xe2\x80\xa6'"
2020-04-29 01:34:27,b'Club #Vistara pauses issuing ticket vouchers to co-brand card holders : https://t.co/Dcn1XvFFal #AirVistara\xe2\x80\xa6 https://t.co/2DFpClWsRF'
2020-04-28 18:12:50,b'403 Lifeline Udan flights operated to ensure delivery of essential and medical supplies across the country\xe2\x80\xa6 https://t.co/92HwwwD8Mk'
2020-04-28 16:41:23,"b'#Vistara parts way with OptionTown for selling upgrades, lounge access and other ancillaries :\xe2\x80\xa6 https://t.co/YiTKfiuJcA'"
2020-04-28 16:21:19,"b'RT @maaaviationpic1: \xe2\x80\x9cThe Day Dream\xe2\x80\x9d\n@airvistara - @boeing 787-9 Dream)liner (VT-TSD), on Finals To Active Runway 07 of @ChennaiAirport - O\xe2\x80\xa6'"
2020-04-28 15:00:51,b'RT @aerowanderer: Exclusive video of @airvistara @Boeing @UpdatesChennai @DelhiAirport Boeing B787-9 departing from Chennai to Delhi as an\xe2\x80\xa6'
2020-04-28 14:55:26,b'Exclusive video of @airvistara @Boeing @UpdatesChennai @DelhiAirport Boeing B787-9 departing from Chennai to Delhi\xe2\x80\xa6 https://t.co/aZa0BGusmd'
2020-04-28 11:22:26,b'Apps I Uninstalled This Month. \n1.#TikTok\n2.#Zoom\n3.#Uber\n4.#Ola\n5.#MakeMyTrip\n6.#Goibibo\n7.#Oyo\n8.#Indigo\n9.\xe2\x80\xa6 https://t.co/eiccUaKxFn'
2020-04-28 10:23:46,"b'RT @LiveFromALounge: #Vistara parts way with OptionTown for selling upgrades, lounge access and other ancillaries : https://t.co/sqb0L0m1h1\xe2\x80\xa6'"
2020-04-28 09:37:28,b'We are going live tomorrow on IGTV @1700 hrs on CPL ground classes feel free to join\n #indianpilot #airports\xe2\x80\xa6 https://t.co/phNbDwU0hY'
2020-04-28 07:38:26,"b'#Vistara parts way with OptionTown for selling upgrades, lounge access and other ancillaries :\xe2\x80\xa6 https://t.co/lcD0SUD5iL'"
2020-04-28 07:20:27,"b'#Vistara parts way with OptionTown for selling upgrades, lounge access and other ancillaries :\xe2\x80\xa6 https://t.co/aZyX8RPu6R'"
2020-04-28 05:55:57,"b'India\xe2\x80\x99s private airlines reopen bookings, SpiceJet to resume flights from May 16, IndiGo and Vistara from June 1\xe2\x80\xa6 https://t.co/PuXQpEdUNg'"
2020-04-28 04:03:26,"b'\xe2\x80\x9cThe Day Dream\xe2\x80\x9d\n@airvistara - @boeing 787-9 Dream)liner (VT-TSD), on Finals To Active Runway 07 of @ChennaiAirport\xe2\x80\xa6 https://t.co/mQayKzZ8OU'"
2020-04-27 22:35:21,b'Club #Vistara pauses issuing ticket vouchers to co-brand card holders : https://t.co/Dcn1XvFFal #AirVistara\xe2\x80\xa6 https://t.co/j5v9yB0RL6'
2020-04-27 14:12:28,"b""RT @railtoair: The most effective way to do it, is to do it~ Amelia Earhart\n\xe2\x99\xa5\xef\xb8\x8f\nHappy Pilots \xf0\x9f\x91\xa9\xe2\x80\x8d\xe2\x9c\x88\xef\xb8\x8f Day to all the warrior's of 35000 feet.\n\xe2\x99\xa5\xef\xb8\x8f\xe2\x80\xa6"""
2020-04-27 13:26:01,"b""The most effective way to do it, is to do it~ Amelia Earhart\n\xe2\x99\xa5\xef\xb8\x8f\nHappy Pilots \xf0\x9f\x91\xa9\xe2\x80\x8d\xe2\x9c\x88\xef\xb8\x8f Day to all the warrior's of 35000\xe2\x80\xa6 https://t.co/4trNKo1c0n"""
2020-04-27 13:17:21,b'Club #Vistara pauses issuing ticket vouchers to co-brand card holders : https://t.co/Dcn1XvFFal #AirVistara\xe2\x80\xa6 https://t.co/54fX0ZBQux'
2020-04-27 12:14:44,"b'Bravado! IndiGo, #Vistara, SpiceJet, GoAir start bookings violating govt orders #FIR for violating \xe2\x81\xa6@mygovindia\xe2\x81\xa9 an\xe2\x80\xa6 https://t.co/o9RcZbxbRq'"
2020-04-27 11:08:31,b'Club #Vistara pauses issuing ticket vouchers to co-brand card holders : https://t.co/Dcn1XvFFal #AirVistara\xe2\x80\xa6 https://t.co/7fT8M2QXdu'
2020-04-27 09:16:18,b'@Cleartrip \nI received email regarding rescheduling my ticket with travel date before 31st Dec 20. Now when trying\xe2\x80\xa6 https://t.co/qKH4JyDCji'
2020-04-27 07:15:01,b'@TheSanjivKapoor Sir u only got famous and known with #Vistara no doubt it. Hai na ?'
2020-04-27 01:58:35,b'How to save #airlines . #Trump way\n#spicejet #indigoairlines #vistara #goair https://t.co/qGg7U7KSrd'
2020-04-26 21:47:23,b'Club #Vistara Update: validity of Points and Vouchers extended; tricky one on Status assessment! :\xe2\x80\xa6 https://t.co/k8owHg6jda'
